title,date,severity,summary,link,year
Code injection in BoofCV,2023-07-28 15:30:23+00:00,Critical,"CVE-2023-39010was published
                        fororg.boofcv:boofcv-core(Maven)Jul 28, 2023",https://github.com/advisories/GHSA-99p5-qpqx-mhwc,2023
SQL injection in jeecg-boot,2023-07-28 15:30:23+00:00,Critical,"CVE-2023-38992was published
                        fororg.jeecgframework.boot:jeecg-boot-common(Maven)Jul 28, 2023",https://github.com/advisories/GHSA-wp6c-29r3-jqw9,2023
Code injection in wix-embedded-mysql,2023-07-28 15:30:23+00:00,Critical,"CVE-2023-39021was published
                        forcom.wix:wix-embedded-mysql(Maven)Jul 28, 2023",https://github.com/advisories/GHSA-fx3v-4w3w-wpwr,2023
Cross-site Scripting in Mingsoft MCMS,2023-07-28 09:30:29+00:00,Low,"CVE-2023-3990was published
                        fornet.mingsoft:ms-mcms(Maven)Jul 28, 2023",https://github.com/advisories/GHSA-rxvj-5mv6-j5mc,2023
Unsoundness in `intern` methods on `intaglio` symbol interners,2023-07-27 19:29:41+00:00,Low,"GHSA-gch5-hwqf-mxhpwas published
                        forintaglio(Rust)Jul 27, 2023",https://github.com/advisories/GHSA-gch5-hwqf-mxhp,2023
Obfuscated email addresses should not be sorted,2023-07-27 19:28:45+00:00,Moderate,"CVE-2023-38509was published
                        fororg.xwiki.platform:xwiki-platform-livetable-ui(Maven)Jul 27, 2023",https://github.com/advisories/GHSA-g9w4-prf3-m25g,2023
Unsafe plugins can be installed via pack import by tenant admins,2023-07-27 19:28:02+00:00,High,"GHSA-wxf3-4fvj-vqqxwas published
                        for@saltcorn/cli(npm)Jul 27, 2023",https://github.com/advisories/GHSA-wxf3-4fvj-vqqx,2023
DoS vulnerability for apps with sockets enabled,2023-07-27 17:13:14+00:00,High,"CVE-2023-38504was published
                        forsails(npm)Jul 27, 2023",https://github.com/advisories/GHSA-gpw9-fwm8-7rx7,2023
Missing authorization in Jenkins Plug-in for ServiceNow,2023-07-26 21:30:19+00:00,High,"CVE-2023-3442was published
                        forio.jenkins.plugins:servicenow-devops(Maven)Jul 26, 2023",https://github.com/advisories/GHSA-cj2x-r74q-vcx9,2023
Stored Cross-Site Scripting October CMS,2023-07-26 21:30:19+00:00,Moderate,"CVE-2023-37692was published
                        foroctober/october(Composer)Jul 26, 2023",https://github.com/advisories/GHSA-r47v-rxcg-p28j,2023
Credential leakage in Jenkins Plug-in for ServiceNow,2023-07-26 21:30:18+00:00,Moderate,"CVE-2023-3414was published
                        forio.jenkins.plugins:servicenow-devops(Maven)Jul 26, 2023",https://github.com/advisories/GHSA-rchx-rvh2-vx5j,2023
Jenkins Stored Cross-site Scripting vulnerability,2023-07-26 15:30:57+00:00,High,"CVE-2023-39151was published
                        fororg.jenkins-ci.main:jenkins-core(Maven)Jul 26, 2023",https://github.com/advisories/GHSA-69vw-3pcm-84rw,2023
CSRF vulnerability in GitLab Authentication Plugin,2023-07-26 15:30:57+00:00,Moderate,"CVE-2023-39153was published
                        fororg.jenkins-ci.plugins:gitlab-oauth(Maven)Jul 26, 2023",https://github.com/advisories/GHSA-cg6r-gqvc-r396,2023
Secret displayed without masking by Chef Identity Plugin,2023-07-26 15:30:57+00:00,Low,"CVE-2023-39155was published
                        fororg.jenkins-ci.plugins:chef-identity(Maven)Jul 26, 2023",https://github.com/advisories/GHSA-5jc5-m87x-88fj,2023
CSRF vulnerability in Bazaar Plugin,2023-07-26 15:30:57+00:00,Moderate,"CVE-2023-39156was published
                        fororg.jenkins-ci.plugins:bazaar(Maven)Jul 26, 2023",https://github.com/advisories/GHSA-6f4q-f5fj-q6fc,2023
Incorrect permission checks in Qualys Web App Scanning Connector Plugin allow capturing credentials,2023-07-26 15:30:57+00:00,Moderate,"CVE-2023-39154was published
                        forcom.qualys.plugins:qualys-was(Maven)Jul 26, 2023",https://github.com/advisories/GHSA-8wgf-3mrj-73x7,2023
Use after free in PaddlePaddle,2023-07-26 12:30:28+00:00,High,"CVE-2023-38669was published
                        forpaddlepaddle(pip)Jul 26, 2023",https://github.com/advisories/GHSA-8wfh-qxxv-3q8c,2023
Heap buffer overflow in PaddlePaddle,2023-07-26 12:30:28+00:00,High,"CVE-2023-38671was published
                        forpaddlepaddle(pip)Jul 26, 2023",https://github.com/advisories/GHSA-hh7p-hvm3-rg88,2023
Command injection in PaddlePaddle,2023-07-26 12:30:28+00:00,Critical,"CVE-2023-38673was published
                        forpaddlepaddle(pip)Jul 26, 2023",https://github.com/advisories/GHSA-9q9v-qgwx-84mr,2023
Float point exception (FPE) in paddlepaddle,2023-07-26 12:30:28+00:00,Moderate,"CVE-2023-38672was published
                        forpaddlepaddle(pip)Jul 26, 2023",https://github.com/advisories/GHSA-cv2j-922j-hr56,2023
Null pointer dereference in PaddlePaddle,2023-07-26 12:30:28+00:00,Moderate,"CVE-2023-38670was published
                        forpaddlepaddle(pip)Jul 26, 2023",https://github.com/advisories/GHSA-rr46-m366-gm44,2023
Deserialization vulnerability in Helix workflow and REST,2023-07-26 09:30:15+00:00,High,"CVE-2023-38647was published
                        fororg.apache.helix:helix-core(Maven)Jul 26, 2023",https://github.com/advisories/GHSA-jhcr-hph9-g7wm,2023
Incorrect Permission Checking for GraphQL Subscriptions,2023-07-25 23:31:10+00:00,Moderate,"CVE-2023-38503was published
                        fordirectus(npm)Jul 25, 2023",https://github.com/advisories/GHSA-gggm-66rh-pp98,2023
Cross-Site Scripting in CKEditor4 WordCount Plugin,2023-07-25 19:11:43+00:00,Moderate,"GHSA-m8fw-p3cr-6jqcwas published
                        fortypo3/cms-rte-ckeditor(Composer)Jul 25, 2023",https://github.com/advisories/GHSA-m8fw-p3cr-6jqc,2023
Cross-site Scripting in healthcheck webconsole plugin,2023-07-25 18:30:32+00:00,Moderate,"CVE-2023-38435was published
                        fororg.apache.felix:org.apache.felix.healthcheck.webconsoleplugin(Maven)Jul 25, 2023",https://github.com/advisories/GHSA-4pvw-g9fx-594r,2023
By-passing Cross-Site Scripting Protection in HTML Sanitizer,2023-07-25 18:27:16+00:00,Moderate,"CVE-2023-38500was published
                        fortypo3/html-sanitizer(Composer)Jul 25, 2023",https://github.com/advisories/GHSA-59jf-3q9v-rh6g,2023
Information Disclosure due to Out-of-scope Site Resolution,2023-07-25 18:25:52+00:00,Low,"CVE-2023-38499was published
                        fortypo3/cms-core(Composer)Jul 25, 2023",https://github.com/advisories/GHSA-jq6g-4v5m-wm9r,2023
Paths contain matrix variables bypass decorators,2023-07-25 18:24:39+00:00,High,"CVE-2023-38493was published
                        forcom.linecorp.armeria:armeria(Maven)Jul 25, 2023",https://github.com/advisories/GHSA-wvp2-9ppw-337j,2023
Unintentional leakage of private information via cross-origin websocket session hijacking,2023-07-25 18:04:28+00:00,Moderate,"CVE-2023-2850was published
                        fornodebb(npm)Jul 25, 2023",https://github.com/advisories/GHSA-4qcv-qf38-5j3j,2023
Reflected cross-site scripting via  k304 parameter,2023-07-25 17:49:21+00:00,Moderate,"CVE-2023-38501was published
                        forcopyparty(pip)Jul 25, 2023",https://github.com/advisories/GHSA-f54q-j679-p9hh,2023
ecrecover can return undefined data if signature does not verify,2023-07-25 17:46:19+00:00,Moderate,"CVE-2023-37902was published
                        forvyper(pip)Jul 25, 2023",https://github.com/advisories/GHSA-f5x6-7qgp-jhf3,2023
Arbitrary File Creation in AbstractUnArchiver,2023-07-25 17:20:43+00:00,High,"CVE-2023-37460was published
                        fororg.codehaus.plexus:plexus-archiver(Maven)Jul 25, 2023",https://github.com/advisories/GHSA-wh3p-fphp-9h2m,2023
Improper authorization on debug and artifact file downloads,2023-07-25 17:19:48+00:00,High,"CVE-2023-36826was published
                        forsentry(pip)Jul 25, 2023",https://github.com/advisories/GHSA-m4hc-m2v6-hfw8,2023
Cross site scripting via input unit widget,2023-07-25 17:19:10+00:00,Moderate,"CVE-2023-36806was published
                        forcontao/core-bundle(Composer)Jul 25, 2023",https://github.com/advisories/GHSA-4gpr-p634-922x,2023
Leaking sensitive user information still possible by filtering on private with prefix fields,2023-07-25 17:17:37+00:00,High,"CVE-2023-34235was published
                        for@strapi/database(npm)Jul 25, 2023",https://github.com/advisories/GHSA-9xg4-3qfm-9w8f,2023
Making all attributes on a content-type public without noticing it,2023-07-25 17:17:12+00:00,Moderate,"CVE-2023-34093was published
                        for@strapi/database(npm)Jul 25, 2023",https://github.com/advisories/GHSA-chmr-rg2f-9jmf,2023
Remote code execution in Apache Jackrabbit,2023-07-25 15:30:26+00:00,Critical,"CVE-2023-37895was published
                        fororg.apache.jackrabbit:jackrabbit-standalone(Maven)Jul 25, 2023",https://github.com/advisories/GHSA-q8cm-3v62-jj79,2023
Denial of service in neutron,2023-07-25 15:30:25+00:00,Moderate,"CVE-2023-3637was published
                        forneutron(pip)Jul 25, 2023",https://github.com/advisories/GHSA-r3jh-qhgj-gvr8,2023
Hard-coded System User Credentials in Folio Data Export Spring module,2023-07-25 14:44:27+00:00,Moderate,"GHSA-m8v7-469p-5x89was published
                        fororg.folio:mod-remote-storage(Maven)Jul 25, 2023",https://github.com/advisories/GHSA-m8v7-469p-5x89,2023
Removal of e-Tugra root certificate,2023-07-25 14:43:53+00:00,High,"CVE-2023-37920was published
                        forcertifi(pip)Jul 25, 2023",https://github.com/advisories/GHSA-xqr8-7jwr-rhp7,2023
Path traversal and code execution via prototype vulnerability,2023-07-25 13:54:13+00:00,Critical,"CVE-2023-26045was published
                        fornodebb(npm)Jul 25, 2023",https://github.com/advisories/GHSA-vh2g-6c4x-5hmp,2023
Ineffective privileges drop when requesting container network,2023-07-25 13:52:20+00:00,Moderate,"CVE-2023-38496was published
                        forgithub.com/apptainer/apptainer(Go)Jul 25, 2023",https://github.com/advisories/GHSA-mmx5-32m4-wxvx,2023
SQL injection in audit endpoint,2023-07-25 09:30:18+00:00,Critical,"CVE-2023-35088was published
                        fororg.apache.inlong:manager-service(Maven)Jul 25, 2023",https://github.com/advisories/GHSA-r5pv-7g89-cxmc,2023
JDBC URL bypassing by allowLoadLocalInfileInPath param,2023-07-25 09:30:18+00:00,High,"CVE-2023-34434was published
                        fororg.apache.inlong:manager-pojo(Maven)Jul 25, 2023",https://github.com/advisories/GHSA-pq67-9jf9-hc3c,2023
Apache InLong: General user can delete and update process,2023-07-25 09:30:17+00:00,Moderate,"CVE-2023-34189was published
                        fororg.apache.inlong:inlong-manager(Maven)Jul 25, 2023",https://github.com/advisories/GHSA-86pw-4rqp-6x7v,2023
Potential denial of service after connection migration,2023-07-24 22:43:05+00:00,Low,"GHSA-rfhg-rjfp-9q8qwas published
                        fors2n-quic(Rust)Jul 24, 2023",https://github.com/advisories/GHSA-rfhg-rjfp-9q8q,2023
Path Traversal in Apache Shiro,2023-07-24 21:30:39+00:00,Critical,"CVE-2023-34478was published
                        fororg.apache.shiro:shiro-web(Maven)Jul 24, 2023",https://github.com/advisories/GHSA-pmhc-2g4f-85cg,2023
Duplicate Advisory: Keylime's registrar vulnerable to Denial-of-service attack via a single open connection,2023-07-24 18:30:44+00:00,High,"GHSA-9gjg-834p-5gvvwas published
                        forkeylime(pip)Jul 24, 2023•withdrawn",https://github.com/advisories/GHSA-9gjg-834p-5gvv,2023
Indico vulnerable to Cross-Site-Scripting via confirmation prompts,2023-07-21 20:24:10+00:00,Moderate,"CVE-2023-37901was published
                        forindico(pip)Jul 21, 2023",https://github.com/advisories/GHSA-fmqq-25x9-c6hm,2023
copyparty vulnerable to reflected cross-site scripting via hc parameter,2023-07-21 20:20:56+00:00,Moderate,"GHSA-cw7j-v52w-fp5rwas published
                        forcopyparty(pip)Jul 21, 2023",https://github.com/advisories/GHSA-cw7j-v52w-fp5r,2023
Pimcore vulnerable to Exposure of Sensitive Information to an Unauthorized Actor,2023-07-21 20:18:22+00:00,High,"CVE-2023-3819was published
                        forpimcore/pimcore(Composer)Jul 21, 2023",https://github.com/advisories/GHSA-r87r-982q-2c3q,2023
Pimcore vulnerable to SQL Injection in Dataobjects sorting,2023-07-21 20:18:16+00:00,High,"CVE-2023-3820was published
                        forpimcore/pimcore(Composer)Jul 21, 2023",https://github.com/advisories/GHSA-c9hw-557q-f8hq,2023
KubePi may leak password hash of any user,2023-07-21 20:18:09+00:00,Moderate,"CVE-2023-37916was published
                        forgithub.com/KubeOperator/kubepi(Go)Jul 21, 2023",https://github.com/advisories/GHSA-87f6-8gr7-pc6h,2023
KubePi Privilege Escalation vulnerability,2023-07-21 20:18:00+00:00,Critical,"CVE-2023-37917was published
                        forgithub.com/KubeOperator/kubepi(Go)Jul 21, 2023",https://github.com/advisories/GHSA-757p-vx43-fp9r,2023
Dapr API token authentication bypass in HTTP endpoints,2023-07-21 20:17:36+00:00,Moderate,"CVE-2023-37918was published
                        forgithub.com/dapr/dapr(Go)Jul 21, 2023",https://github.com/advisories/GHSA-59m6-82qm-vqgj,2023
Pimcore Cross-site Scripting vulnerability,2023-07-21 15:30:32+00:00,Moderate,"CVE-2023-3821was published
                        forpimcore/pimcore(Composer)Jul 21, 2023",https://github.com/advisories/GHSA-78q2-cv3p-x9fm,2023
RuoYi vulnerable to Cross-site Scripting,2023-07-21 06:30:17+00:00,Low,"CVE-2023-3815was published
                        forcom.ruoyi:ruoyi(Maven)Jul 21, 2023",https://github.com/advisories/GHSA-p4ww-j4pr-qw6q,2023
Cockpit CMS Cross-Site Request Forgery vulnerability,2023-07-20 21:30:59+00:00,High,"CVE-2023-37650was published
                        forcockpit-hq/cockpit(Composer)Jul 20, 2023",https://github.com/advisories/GHSA-45g2-r339-pjwf,2023
Cockpit CMS vulnerable to incorrect access control,2023-07-20 21:30:59+00:00,High,"CVE-2023-37649was published
                        forcockpit-hq/cockpit(Composer)Jul 20, 2023",https://github.com/advisories/GHSA-9r25-4j77-9wc7,2023
Alkacon OpenCMS arbitrary file upload vulnerability,2023-07-20 21:30:58+00:00,Moderate,"CVE-2023-37602was published
                        fororg.opencms:opencms-core(Maven)Jul 20, 2023",https://github.com/advisories/GHSA-ghg2-3w9x-9599,2023
OpenAM vulnerable to user impersonation using SAMLv1.x SSO process,2023-07-20 18:54:13+00:00,Critical,"CVE-2023-37471was published
                        fororg.openidentityplatform.openam:openam-federation-library(Maven)Jul 20, 2023",https://github.com/advisories/GHSA-4mh8-9wq6-rjxg,2023
Feathers socket handler allows abusing implicit toString,2023-07-20 14:54:30+00:00,High,"CVE-2023-37899was published
                        for@feathersjs/socketio(npm)Jul 20, 2023",https://github.com/advisories/GHSA-hhr9-rh25-hvf9,2023
aiohttp.web.Application vulnerable to HTTP request smuggling via llhttp HTTP request parser,2023-07-20 14:52:00+00:00,Moderate,"CVE-2023-37276was published
                        foraiohttp(pip)Jul 20, 2023",https://github.com/advisories/GHSA-45c4-8wx5-qw6w,2023
grav Server-side Template Injection (SSTI) mitigation bypass,2023-07-19 22:11:07+00:00,High,"CVE-2023-37897was published
                        forgetgrav/grav(Composer)Jul 19, 2023",https://github.com/advisories/GHSA-9436-3gmp-4f53,2023
impl `FromMdbValue` for bool is unsound,2023-07-19 22:09:38+00:00,Moderate,"GHSA-f9g6-fp84-fv92was published
                        forlmdb-rs(Rust)Jul 19, 2023",https://github.com/advisories/GHSA-f9g6-fp84-fv92,2023
Hazelcast Executor Services don't check client permissions properly,2023-07-19 22:08:40+00:00,High,"CVE-2023-33265was published
                        forcom.hazelcast:hazelcast(Maven)Jul 19, 2023",https://github.com/advisories/GHSA-c5vj-wp4v-mmvx,2023
keylime fails to flag device as untrusted when signature does not validate,2023-07-19 21:30:23+00:00,Low,"CVE-2023-3674was published
                        forkeylime(pip)Jul 19, 2023",https://github.com/advisories/GHSA-g4wg-cfpf-9689,2023
Pygments vulnerable to ReDoS,2023-07-19 15:30:26+00:00,Moderate,"CVE-2022-40896was published
                        forPygments(pip)Jul 19, 2023",https://github.com/advisories/GHSA-mrwq-x4v8-fh7p,2023
